tr_type,route,company,tr_from,tr_to,departure,arrival,source
Fly,SK499,SAS,Stockholm,Oslo,2020-12-29 16:45:00,2020-12-29 17:35:00,fhi:web
Fly,SK4756,SAS,Frankfurt,Oslo,2020-12-29 12:24:00,2020-12-29 14:01:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2020-12-29 08:08:00,2020-12-29 12:06:00,fhi:web
Tog,471,SJ,Trondheim,Bodø,2020-12-29 07:49:00,2020-12-29 17:37:00,fhi:web
Fly,DY548,Norwegian,Oslo,Stavanger,2020-12-28 19:00:00,2020-12-28 19:55:00,fhi:web
Fly,WF628,Widerøe,Bergen,Tromsø,2020-12-28 17:50:00,2020-12-28 19:50:00,fhi:web
Fly,SK1326,SAS,Oslo,Ålesund,2020-12-28 17:10:00,2020-12-28 18:10:00,fhi:web
Fly,DY345,Norwegian,Bodø,Oslo,2020-12-28 15:00:00,2020-12-28 16:30:00,fhi:web
Buss,605,Bus4You,Malmö,Oslo,2020-12-28 11:55:00,2020-12-28 19:10:00,fhi:web
Fly,DY757,Norwegian,Trondheim,Oslo,2020-12-28 11:50:00,2020-12-28 12:30:00,fhi:web
Tog,712,Go-Ahead,Stavanger,Oslo,2020-12-28 10:16:00,2020-12-28 18:25:00,fhi:web
Fly,LH864,Lufthansa,Frankfurt,Oslo,2020-12-27 21:04:00,2020-12-27 22:33:00,fhi:web
Fly,DY366,Norwegian,Oslo,Evenes,2020-12-27 20:00:00,2020-12-27 21:40:00,fhi:web
Fly,SK883,SAS,Stockholm,Oslo,2020-12-27 19:44:00,2020-12-27 20:27:00,fhi:web
Fly,DY645,Norwegian,Bergen,Oslo,2020-12-27 19:10:00,2020-12-27 20:19:00,fhi:web
Fly,DY8401,Norwegian,Bergen,Oslo,2020-12-27 18:30:00,2020-12-27 19:58:00,fhi:web
Fly,SK281,SAS,Oslo,Bergen,2020-12-27 18:25:00,2020-12-27 19:03:00,fhi:web
Skip,MS Terningen,FosenNamsos Sjø,Trondheim,Kristiansund,2020-12-27 16:15:00,2020-12-27 20:00:00,fhi:web
Fly,WF773,Widerøe,Mo i Rana,Bodø,2020-12-27 16:05:00,2020-12-27 16:35:00,fhi:web
Tog,50,GoAhead,Oslo S,Stavanger,2020-12-27 15:25:00,2020-12-27 23:13:00,fhi:web
Tog,50,Go-Ahead,Oslo S,Stavanger,2020-12-27 15:25:00,2020-12-27 23:13:00,fhi:web
Fly,LO483,Polish Airlines,Warszawa,Oslo,2020-12-27 14:45:00,2020-12-27 18:55:00,fhi:web
Fly,DY754,Norwegian,Oslo,Trondheim,2020-12-27 12:05:00,2020-12-27 12:45:00,fhi:web
Fly,SK4473,SAS,Kikenes,Oslo,2020-12-27 11:33:00,2020-12-27 13:40:00,fhi:web
Fly,SK849,SAS,Stockholm,Oslo,2020-12-27 11:10:00,2020-12-27 11:56:00,fhi:web
Fly,SK351,SAS,Trondheim,Oslo,2020-12-27 10:25:00,2020-12-27 11:20:00,fhi:web
Fly,DY526,Norwegian,Oslo,Stavanger,2020-12-27 10:14:00,2020-12-27 11:16:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2020-12-27 08:13:00,2020-12-27 11:46:00,fhi:web
Fly,W61745,Wizzair,Gdansk,Bergen,2020-12-27 06:15:00,2020-12-27 15:04:00,fhi:web
Buss,61323,Flixbuss,Göteborg,Oslo,2020-12-26 17:20:00,2020-12-26 20:50:00,fhi:web
Buss,200,Brakar,Oslo,Hønefoss,2020-12-26 16:00:00,2020-12-26 17:13:00,fhi:web
Fly,W63215,Wizzair,Bucharest,Torp,2020-12-26 15:35:00,2020-12-26 17:50:00,fhi:web
Fly,SK1458,SAS,København,Oslo,2020-12-26 12:00:00,2020-12-26 13:10:00,fhi:web
Fly,DY378,Norwegian,Oslo,Tromsø,2020-12-25 18:24:00,2020-12-25 20:14:00,fhi:web
Buss,NW162,Norway Bussekspress,Bergen,Fagernes,2020-12-24 09:05:00,2020-12-24 15:23:00,fhi:web
Fly,SK2308,SAS,Kristiansund,Oslo,2020-12-23 19:50:00,2020-12-23 20:45:00,fhi:web
Fly,SK366,SAS,Oslo,Trondheim,2020-12-23 18:05:00,2020-12-23 19:00:00,fhi:web
Fly,SK221,SAS,Oslo,Kristiansand,2020-12-23 17:05:00,2020-12-23 17:55:00,fhi:web
Skip,MS Tysfjord,Torghatten Nord,Lødingen,Bognes,2020-12-23 14:00:00,2020-12-23 15:00:00,fhi:web
Buss,NW162,Norway Bussekspress,Fagernes,Bergen,2020-12-23 11:45:00,2020-12-23 17:55:00,fhi:web
Fly,QR175,Qatar Aiways,Doha,Oslo,2020-12-23 08:25:00,2020-12-23 13:00:00,fhi:web
Fly,DY8410,Norwegian,Oslo,Tromsø,2020-12-23 06:30:00,2020-12-23 08:30:00,fhi:web
Tog,50 Sørtoget Region,Go-Ahead Nordic,Oslo,Stavanger,2020-12-22 22:25:00,2020-12-23 07:20:00,fhi:web
Tog,50,Go-Ahead Nordic,Oslo S,Stavanger,2020-12-22 22:25:00,2020-12-23 07:20:00,fhi:web
Fly,DY8410,Norwegian,Oslo,Tromsø,2020-12-22 17:10:00,2020-12-22 18:50:00,fhi:web
Fly,WF700,Widerøe,Oslo,Brønnøysund,2020-12-22 11:20:00,2020-12-22 12:40:00,fhi:web
Tog,430,SJ,Steinkjer,Lundamo,2020-12-22 09:30:00,2020-12-22 12:25:00,fhi:web
Tog,425,SJ,Lundamo,Steinkjer,2020-12-22 06:31:00,2020-12-22 09:21:00,fhi:web
Fly,SK4047,SAS,Oslo,Stavanger,2020-12-21 19:45:00,2020-12-21 20:40:00,fhi:web
Fly,SK499,SAS,Stockholm,Oslo,2020-12-21 16:45:00,2020-12-21 17:45:00,fhi:web
Fly,WF662,Widerøe,Trondheim,Harstad,2020-12-21 14:35:00,2020-12-21 15:50:00,fhi:web
Fly,DY536,Norwegian,Oslo,Stavanger,2020-12-21 13:05:00,2020-12-21 14:00:00,fhi:web
Tog,432.0,SJ,Steinkjer,Lundamo,2020-12-21 10:37:00,2020-12-21 12:50:00,fhi:web
Tog,432,SJ,Steinkjer,Lundamo,2020-12-21 10:37:00,2020-12-21 12:50:00,fhi:web
Fly,SK4154,SAS,Bergen,Trondheim,2020-12-21 08:55:00,2020-12-21 09:35:00,fhi:web
Tog,427.0,SJ,Melhus Skysstasjon,Steinkjer,2020-12-21 07:48:00,2020-12-21 10:23:00,fhi:web
Tog,427,SJ,Melhus Skysstasjon,Steinkjer,2020-12-21 07:48:00,2020-12-21 10:23:00,fhi:web
Fly,WF807,Widerøe,Leknes,Bodø,2020-12-21 07:20:00,2020-12-21 07:45:00,fhi:web
Fly,SK1474,SAS,København,Oslo,2020-12-20 22:55:00,2020-12-21 00:05:00,fhi:web
Fly,SK291,SAS,Oslo,Bergen,2020-12-20 20:35:00,2020-12-20 21:30:00,fhi:web
Fly,DY8411,Norwegian,Tomsø,Oslo,2020-12-20 18:40:00,2020-12-20 20:40:00,fhi:web
Fly,SK806,SAS,London,Oslo,2020-12-20 15:35:00,2020-12-20 18:50:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2020-12-20 14:25:00,2020-12-20 16:15:00,fhi:web
Fly,BA766,BritishAirways,London,Oslo,2020-12-20 12:40:00,2020-12-20 15:55:00,fhi:web
Fly,SK4478,SAS,Oslo,Kirkenes,2020-12-20 11:40:00,2020-12-20 13:50:00,fhi:web
Fly,SK264,SAS,Bergen,Oslo,2020-12-20 11:20:00,2020-12-20 12:10:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2020-12-20 08:05:00,2020-12-20 12:20:00,fhi:web
Skip,Superspeed 1,Colorline,Kristiansand,Hirtshals,2020-12-19 16:30:00,2020-12-19 19:45:00,fhi:web
Fly,SK806,SAS,London,Oslo,2020-12-19 15:35:00,2020-12-19 18:50:00,fhi:web
Fly,FR1394,Ryanair,London,Oslo,2020-12-18 18:30:00,2020-12-18 21:30:00,fhi:web
Fly,SK2305,SAS,Oslo,Kristiansund,2020-12-18 18:30:00,2020-12-18 19:25:00,fhi:web
Fly,SK462,SAS,København,Oslo,2020-12-18 18:15:00,2020-12-18 19:30:00,fhi:web
Fly,SK806,SAS,London,Oslo,2020-12-18 15:35:00,2020-12-18 18:50:00,fhi:web
Fly,KL1175,KLM ,Amsterdam,Trondheim,2020-12-18 14:25:00,2020-12-18 16:40:00,fhi:web
Skip,Color Magic,Colorline,Oslo,Kiel (tur,2020-12-18 14:00:00,2020-12-20 10:00:00,fhi:web
Fly,LH862,Lufthansa,Frankfurt,Oslo,2020-12-18 13:05:00,2020-12-18 15:05:00,fhi:web
Fly,WF144,Widerøes,Ørsta,Oslo,2020-12-18 10:45:00,2020-12-18 11:40:00,fhi:web
Fly,SK2882,SAS,København,Trondheim,2020-12-18 10:26:00,2020-12-18 11:47:00,fhi:web
Buss,Linje 600,Bus4You,Göteborg,Oslo,2020-12-18 08:42:00,2020-12-18 12:10:00,fhi:web
Skip,SuperSpeed,Color Line,Hirtshals,Larvik,2020-12-17 22:15:00,2020-12-18 02:00:00,fhi:web
Fly,SK432,SAS,København,Oslo,2020-12-17 18:30:00,2020-12-17 19:21:00,fhi:web
Fly,KL1175,KLM,Amsterdam,Trondheim,2020-12-17 14:36:00,2020-12-17 16:40:00,fhi:web
Fly,SK2882,SAS,København,Trondheim,2020-12-17 10:18:00,2020-12-17 11:32:00,fhi:web
Fly,KL1151,KLM,Amsterdam,Oslo,2020-12-16 20:35:00,2020-12-16 22:20:00,fhi:web
Fly,WF604,Widerøe,Trondheim,Oslo,2020-12-16 17:55:00,2020-12-16 19:20:00,fhi:web
Fly,DY620,Norwegian,Oslo,Bergen,2020-12-16 16:20:00,2020-12-16 17:15:00,fhi:web
Fly,SK271,SAS,Oslo,Bergen,2020-12-16 16:11:00,2020-12-16 16:52:00,fhi:web
Fly,SK221,SAS,Oslo,Kristiansand,2020-12-15 17:16:00,2020-12-15 17:52:00,fhi:web
Fly,SK2872,SAS,København,Bergen,2020-12-15 16:50:00,2020-12-15 18:15:00,fhi:web
Fly,WF605,Widerøe,Trondheim,Kristiansand,2020-12-15 16:05:00,2020-12-15 17:30:00,fhi:web
Fly,SK4483,SAS,Trondheim,Stavanger,2020-12-15 13:58:00,2020-12-15 14:58:00,fhi:web
Fly,SK366,SAS,Oslo,Trondheim,2020-12-14 19:16:00,2020-12-14 19:52:00,fhi:web
Fly,DY769,Norwegian,Trondheim,Oslo,2020-12-14 17:40:00,2020-12-14 18:35:00,fhi:web
Tog,44,SJ,Trondheim,Oslo,2020-12-14 13:19:00,2020-12-14 00:00:00,fhi:web
Fly,LH862,Lufthansa,Frankfurt,Oslo,2020-12-14 13:05:00,2020-12-14 15:05:00,fhi:web
Fly,SK238,SAS,Bergen,Oslo,2020-12-14 07:02:00,2020-12-14 07:37:00,fhi:web
Fly,DY768,Norwegian,Oslo,Trondheim,2020-12-13 19:09:00,2020-12-13 19:45:00,fhi:web
Tog,329,VY,Drammen,Dombås,2020-12-13 17:57:00,2020-12-13 22:48:00,fhi:web
Buss,VY190,VY Express Plus,Oslo,Kristiansand,2020-12-13 17:00:00,2020-12-13 21:18:00,fhi:web
Buss,NW400,Tide buss,Haugesund,Stavanger,2020-12-13 15:40:00,2020-12-13 17:50:00,fhi:web
Fly,FR1394,Ryan Air,London,Oslo,2020-12-13 11:40:00,2020-12-13 14:40:00,fhi:web
Fly,EK159,Emirates Flight,Dubai,Oslo,2020-12-13 08:32:00,2020-12-13 12:14:00,fhi:web
Fly,QR175,Qatar Airways,Qatar,Oslo,2020-12-13 08:00:00,2020-12-13 13:00:00,fhi:web
Fly,SK4043,SAS,Oslo,Stavanger,2020-12-12 17:10:00,2020-12-12 18:05:00,fhi:web
Fly,SK1460,SAS,København,Oslo,2020-12-12 15:40:00,2020-12-12 16:55:00,fhi:web
Fly,SK806,SAS,London,Oslo,2020-12-12 15:35:00,2020-12-12 18:50:00,fhi:web
Fly,WF675,Widerøe,Trondheim,Bergen,2020-12-12 12:50:00,2020-12-12 14:00:00,fhi:web
Fly,DY941,Norwegian,København,Oslo,2020-12-12 11:15:00,2020-12-12 12:30:00,fhi:web
Fly,SK2882,SAS,København,Oslo,2020-12-12 10:10:00,2020-12-12 11:50:00,fhi:web
Fly,TK1751,Turkish Airlines,Istanbul,Oslo,2020-12-12 08:50:00,2020-12-12 10:35:00,fhi:web
Fly,LO481,Polish Airlines,Warszawa,Oslo,2020-12-12 07:45:00,2020-12-12 09:55:00,fhi:web
Fly,DY773,Norwegian,Trondheim,Oslo,2020-12-11 20:20:00,2020-12-11 21:20:00,fhi:web
Fly,WF487,Widerøe,Trondheim,Oslo,2020-12-11 19:45:00,2020-12-11 20:55:00,fhi:web
Fly,WF854,Widerøe,Bodø,Stokmarknes,2020-12-11 14:55:00,2020-12-11 15:30:00,fhi:web
Fly,WF676,Widerøe,Bergen,Trondheim,2020-12-11 14:30:00,2020-12-11 15:40:00,fhi:web
Fly,WF614,Widerøe,Bergen,Bodø,2020-12-11 12:55:00,2020-12-11 14:30:00,fhi:web
Fly,SK804,SAS,London,Oslo,2020-12-11 10:20:00,2020-12-11 13:30:00,fhi:web
Fly,SK1462,SAS,København,Oslo,2020-12-11 08:10:00,2020-12-11 09:25:00,fhi:web
Fly,SK485,SAS,Stockholm,Oslo,2020-12-11 07:00:00,2020-12-11 08:05:00,fhi:web
Fly,WF451,Widerøe,Ålseund,Oslo,2020-12-11 06:30:00,2020-12-11 07:15:00,fhi:web
Fly,SK283,SAS,Oslo,Bergen,2020-12-10 18:40:00,2020-12-10 19:35:00,fhi:web
Skip,800,Fosennamsos Sjø,Trondheim,Kristiansund,2020-12-10 16:25:00,2020-12-10 20:00:00,fhi:web
Buss,821,Flybuss,Evenes,Sortland,2020-12-10 15:55:00,2020-12-10 17:55:00,fhi:web
Fly,SK806,SAS,Lonndon,Oslo,2020-12-10 15:35:00,2020-12-10 18:50:00,fhi:web
Fly,KL1189,KLM,Amsterdam,Bergen,2020-12-10 14:55:00,2020-12-10 16:40:00,fhi:web
Fly,DY360,Norwegian,Oslo,Harstad,2020-12-10 14:00:00,2020-12-10 15:40:00,fhi:web
Fly,W61707,Wizz Air,Oslo,Trondheim,2020-12-10 07:00:00,2020-12-10 07:55:00,fhi:web
Fly,SK452,SAS,København,Oslo,2020-12-10 06:00:00,2020-12-10 07:00:00,fhi:web
Fly,KL1151,KLM,Amsterdam,Oslo,2020-12-09 20:35:00,2020-12-09 22:20:00,fhi:web
Fly,KL1205,KLM,Amsterdam,Stavanger,2020-12-09 16:50:00,2020-12-09 18:20:00,fhi:web
Fly,SK806,SAS,London,Oslo,2020-12-09 15:35:00,2020-12-09 18:50:00,fhi:web
Tog,L12,VY,Eidsvoll,Kongsberg,2020-12-09 14:30:00,2020-12-09 16:26:00,fhi:web
Fly,SK4483,SAS,Trondheim,Stavanger,2020-12-09 14:00:00,2020-12-09 15:15:00,fhi:web
Tog,42,SJ,Trondheim,Oslo,2020-12-09 08:18:00,2020-12-09 15:03:00,fhi:web
Fly,DY543,Norwegian,Stavanger,Oslo,2020-12-08 17:40:00,2020-12-08 18:30:00,fhi:web
Tog,46,SJ,Trondheim,Oslo,2020-12-08 15:24:00,2020-12-08 22:04:00,fhi:web
Fly,KL1143,KLM,Amsterdam,Oslo,2020-12-08 10:05:00,2020-12-08 11:55:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2020-12-08 08:05:00,2020-12-08 12:20:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2020-12-07 14:25:00,2020-12-07 16:15:00,fhi:web
Buss,VY190,VY,Oslo,Kristiansand,2020-12-07 14:00:00,2020-12-07 18:18:00,fhi:web
Fly,DY403,Norwegian,Ålesund,Oslo,2020-12-07 12:15:00,2020-12-07 13:15:00,fhi:web
Buss,FB65,VY flybuss,Moa,Ålesund Lufthavn,2020-12-07 10:45:00,2020-12-07 11:30:00,fhi:web
Fly,KL1143,KLM,Amsterdam,Oslo,2020-12-07 10:05:00,2020-12-07 11:55:00,fhi:web
Fly,SK4082,SAS,Oslo,Evenes,2020-12-07 08:40:00,2020-12-07 10:15:00,fhi:web
Fly,SK345,SAS,Trondheim,Oslo,2020-12-07 08:30:00,2020-12-07 09:25:00,fhi:web
Buss,101,Fram Ekspress,Volda,Ålesund,2020-12-07 07:35:00,2020-12-07 09:30:00,fhi:web
Fly,KL1193,KLM,Amsterdam,Bergen,2020-12-06 21:10:00,2020-12-06 22:50:00,fhi:web
Fly,LH864,Lufthansa,Frankfurt,Oslo,2020-12-06 20:55:00,2020-12-06 22:55:00,fhi:web
Fly,SK277,SAS,Oslo,Bergen,2020-12-06 16:49:00,2020-12-06 17:25:00,fhi:web
Fly,SK867,SAS,Stockholm,Oslo,2020-12-06 14:05:00,2020-12-06 14:55:00,fhi:web
Fly,DY608,Norwegian,Oslo,Bergen,2020-12-06 10:15:00,2020-12-06 11:10:00,fhi:web
Fly,AY915,Finnair,Helsinki,Oslo,2020-12-05 16:05:00,2020-12-05 16:35:00,fhi:web
Fly,SK1460,SAS,København,Oslo,2020-12-05 15:40:00,2020-12-05 16:55:00,fhi:web
Buss,101,Fram Ekspress,Ålesund,Volda,2020-12-04 20:25:00,2020-12-04 21:50:00,fhi:web
Buss,FB65,VY flybuss,Ålesund Lufthavn,Moa,2020-12-04 19:10:00,2020-12-04 19:55:00,fhi:web
Fly,DY378,Norwegian,Oslo,Tromsø,2020-12-04 18:14:00,2020-12-04 20:20:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2020-12-04 17:05:00,2020-12-04 19:55:00,fhi:web
Fly,DY620,Norwegian,Oslo,Bergen,2020-12-04 16:29:00,2020-12-04 17:05:00,fhi:web
Fly,FR8508,Ryanair,Krakow,Oslo,2020-12-04 12:20:00,2020-12-04 14:30:00,fhi:web
Tog,"41, tog 601",VY,Oslo,Bergen,2020-12-04 12:03:00,2020-12-04 18:56:00,fhi:web
Fly,SK2305,SAS,Oslo,Kristiansund,2020-12-03 18:30:00,2020-12-03 19:25:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2020-12-03 14:35:00,2020-12-03 16:30:00,fhi:web
Fly,DY401,Norwegian,Ålesund,Oslo,2020-12-03 12:25:00,2020-12-03 13:05:00,fhi:web
Fly,SK283,SAS,Oslo,Bergen,2020-12-02 18:40:00,2020-02-12 19:35:00,fhi:web
Fly,SK499,SAS,Arlanda,Oslo,2020-12-02 16:45:00,2020-02-12 17:35:00,fhi:web
Tog,R20,VY,Oslo,Halden,2020-12-02 14:01:00,2020-12-02 15:45:00,fhi:web
Fly,SK4023,SAS,Oslo,Stavanger,2020-12-02 11:45:00,2020-12-02 12:40:00,fhi:web
Fly,KL1143,KLM,Amsterdam,Oslo,2020-12-02 10:05:00,2020-12-02 11:55:00,fhi:web
Fly,SK397,SAS,Oslo,Bardufoss,2020-12-01 21:07:00,2020-12-01 22:42:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2020-12-01 14:35:00,2020-12-01 16:05:00,fhi:web
Fly,W61707,WizzAir,Oslo,Trondheim,2020-12-01 13:10:00,2020-12-01 13:55:00,fhi:web
Fly,KL 1151,KLM,Amseterdam,Oslo,2020-11-30 20:51:00,2020-11-30 22:12:00,fhi:web
Fly,KL1151,KLM,Amsterdam,Oslo,2020-11-30 20:50:00,2020-11-30 22:13:00,fhi:web
Fly,SK1326,SAS,Oslo,Ålesund,2020-11-30 17:10:00,2020-11-30 18:10:00,fhi:web
Fly,KL1175,KLM,Amsterdam,Trondheim,2020-11-30 14:25:00,2020-11-30 16:40:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2020-11-30 14:25:00,2020-11-30 16:15:00,fhi:web
Fly,SK4473,SAS,Kirkenes,Oslo,2020-11-30 11:30:00,2020-11-30 13:45:00,fhi:web
Fly,SK1326,SAS,Oslo,Ålesund,2020-11-29 17:05:00,2020-11-29 18:05:00,fhi:web
Buss,NW192,Konkurrenten,Kristiansand,Oslo,2020-11-29 15:00:00,2020-11-29 19:35:00,fhi:web
Fly,DY761,Norwegian,Trondheim,Oslo,2020-11-29 15:00:00,2020-11-29 15:55:00,fhi:web
Fly,KL1175,KLM,Amsterdam,Trondheim,2020-11-29 14:25:00,2020-11-29 16:40:00,fhi:web
Fly,KL 1147,KLM,Amseterdam,Oslo,2020-11-29 14:25:00,2020-11-29 15:55:00,fhi:web
Fly,SK458,SAS,København,Oslo,2020-11-29 14:20:00,2020-11-29 15:35:00,fhi:web
Fly,AF1774,Air France,Paris,Oslo,2020-11-29 14:10:00,2020-11-29 16:30:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2020-11-29 08:05:00,2020-11-29 12:20:00,fhi:web
Fly,KL1203,KLM,Amsterdam,Stavanger,2020-11-28 15:05:00,2020-11-28 16:35:00,fhi:web
Fly,SK223,SAS,Oslo,Kristiansand,2020-11-27 19:50:00,2020-11-27 20:40:00,fhi:web
Fly,SK370,SAS,Oslo,Trondheim,2020-11-27 19:35:00,2020-11-27 20:30:00,fhi:web
Fly,DY768,Norwegian,Oslo,Trondheim,2020-11-27 19:00:00,2020-11-27 19:55:00,fhi:web
Fly,SK462,SAS,København,Oslo,2020-11-27 18:15:00,2020-11-27 19:30:00,fhi:web
Fly,DY635,Norwegian,Bergen,Oslo,2020-11-27 17:49:00,2020-11-27 18:25:00,fhi:web
Buss,NW192,Konkurrenten,Oslo,Kristiansand,2020-11-27 17:10:00,2020-11-27 21:40:00,fhi:web
Tog,L1,VY,Lillestrøm,Spikkestad,2020-11-27 17:06:00,2020-11-27 18:03:00,fhi:web
Tog,L14,VY,Kongsvinger,Spikkestad,2020-11-27 14:39:00,2020-11-27 17:04:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2020-11-27 14:35:00,2020-11-27 16:30:00,fhi:web
Skip,Color Magic,ColorLine,Oslo,Kiel,2020-11-27 14:00:00,2020-11-29 10:00:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2020-11-27 08:05:00,2020-11-27 12:20:00,fhi:web
Fly,SK1326,SAS,Oslo,Ålesund,2020-11-26 17:10:00,2020-11-26 18:10:00,fhi:web
Fly,KL1203,KLM,Amsterdam,Stavanger,2020-11-26 15:05:00,2020-11-26 16:35:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2020-11-25 08:00:00,2020-11-25 13:00:00,fhi:web
Tog,406,SJ,Trondheim,Oslo,2020-11-24 23:17:00,2020-11-25 06:50:00,fhi:web
Fly,DY311,Norwegian,Kirkenes,Oslo,2020-11-24 21:00:00,2020-11-24 22:50:00,fhi:web
Fly,SK462,SAS,København,Oslo,2020-11-24 18:15:00,2020-11-24 19:30:00,fhi:web
Fly,KL1203,KLM,Amsterdam,Stavanger,2020-11-24 15:15:00,2020-11-24 16:25:00,fhi:web
Fly,FR8510,RyanAir,Gdansk,Oslo,2020-11-24 12:35:00,2020-11-24 14:10:00,fhi:web
Fly,EK159,Emirates,Dubai,Oslo,2020-11-24 08:05:00,2020-11-24 12:20:00,fhi:web
Fly,W61783,WizzAir,Gdansk,Oslo,2020-11-23 17:05:00,2020-11-23 18:35:00,fhi:web
Fly,SK4184,SAS,Stavanger,Bergen,2020-11-23 16:55:00,2020-11-23 19:00:00,fhi:web
Buss,VY190,VY,Kristiansand,Oslo,2020-11-23 16:00:00,2020-11-23 20:18:00,fhi:web
Fly,SK1872,SAS,København,Stavanger,2020-11-23 14:05:00,2020-11-23 15:20:00,fhi:web
Fly,SK4023,SAS,Oslo,Stavanger,2020-11-23 11:45:00,2020-11-23 12:40:00,fhi:web
Buss,VY190,VY,Oslo,Kristiansand,2020-11-23 10:00:00,2020-11-23 14:18:00,fhi:web
Fly,TK1751,Turkish Airline,Istanbul,Oslo,2020-11-23 08:45:00,2020-11-23 10:35:00,fhi:web
Fly,DY422,Norwegian,Oslo,Molde,2020-11-23 08:10:00,2020-11-23 08:50:00,fhi:web
Fly,JU450,AirSerbia,Beograd,Oslo,2020-11-23 06:05:00,2020-11-23 08:55:00,fhi:web
Tog,405,SJ,Oslo,Trondheim,2020-11-22 23:06:00,2020-11-23 06:30:00,fhi:web
Fly,LH864,Lufthansa,Frankfurt,Oslo,2020-11-22 20:55:00,2020-11-22 22:55:00,fhi:web
Fly,SK1323,SAS,Ålesund,Oslo,2020-11-22 16:35:00,2020-11-22 17:30:00,fhi:web
Fly,DY625,Norwegian,Bergen,Oslo,2020-11-22 15:09:00,2020-11-22 15:45:00,fhi:web
Fly,KL1147,KLM,Amsterdam,Oslo,2020-11-22 14:35:00,2020-11-22 16:05:00,fhi:web
Skip,Color Magic,ColorLine,Oslo,Kiel,2020-11-22 14:00:00,2020-11-24 11:00:00,fhi:web
Fly,KL1151,KLM,Amsterdam,Oslo,2020-11-21 20:35:00,2020-11-21 22:20:00,fhi:web
Fly,QR175,Qatar Airways,Doha,Oslo,2020-11-21 08:00:00,2020-11-21 13:00:00,fhi:web
Tog,405,SJ,Oslo S,Trondheim S,2020-11-20 23:06:00,2020-11-21 06:30:00,fhi:web
Tog,405,SJ,Oslo S,Trondheim S,2020-11-20 23:06:00,2020-11-20 06:30:00,fhi:web
Buss,nan,VY,Malmø,Oslo,2020-11-20 22:40:00,2020-11-21 05:45:00,fhi:web
Buss,675,VY Bus4You,Københamn,Oslo,2020-11-20 21:40:00,2020-11-21 05:45:00,fhi:web
Fly,WF576,Widerøe,Bergen,Kristiansund,2020-11-20 19:55:00,2020-11-20 20:50:00,fhi:web
Fly,SK283,SAS,Oslo,Bergen,2020-11-20 19:00:00,2020-11-20 19:41:00,fhi:web
Fly,JU454,Air Serbia,Beograd,Oslo,2020-11-20 17:05:00,2020-11-20 19:55:00,fhi:web
Fly,LO483,Polish Airlines,Warszawa,Oslo,2020-11-20 16:45:00,2020-11-20 18:55:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2020-11-20 14:35:00,2020-11-20 16:30:00,fhi:web
Fly,SK2882,SAS,København,Oslo,2020-11-20 12:47:00,2020-11-20 14:12:00,fhi:web
Fly,WF778,Widerøes,Bodø,Mo i Rana,2020-11-19 22:00:00,2020-11-19 22:30:00,fhi:web
Fly,SK320,SAS,Oslo,Haugesund,2020-11-19 20:51:00,2020-11-19 21:36:00,fhi:web
Fly,SK380,SAS,Oslo,Trondheim,2020-11-19 20:15:00,2020-11-19 21:15:00,fhi:web
Fly,SK380,SAS,Oslo,Trondheim,2020-11-19 20:11:00,2020-11-19 21:08:00,fhi:web
Fly,SK4124,SAS,Oslo,Bodø,2020-11-19 19:00:00,2020-11-19 20:30:00,fhi:web
Fly,SK4425,SAS,Tromsø,Oslo,2020-11-19 18:11:00,2020-11-19 19:44:00,fhi:web
Fly,SK4581,SAS,Tromsø,Trondheim,2020-11-19 17:40:00,2020-11-19 18:40:00,fhi:web
Fly,SK4035,SAS,Oslo,Sola,2020-11-19 16:11:00,2020-11-19 16:55:00,fhi:web
Fly,AY915,Finnair,Helsingfors,Oslo,2020-11-19 16:05:00,2020-11-19 17:25:00,fhi:web
Fly,WF925,Widerøe,Alta,Tromsø,2020-11-19 15:55:00,2020-11-19 16:35:00,fhi:web
Fly,KL1203,KLM,Amsterdam,Stavanger,2020-11-19 15:07:00,2020-11-19 16:34:00,fhi:web
Fly,TK1753,Turkish Airlines,Istanbul,Oslo,2020-11-19 14:35:00,2020-11-19 16:30:00,fhi:web
Fly,WF955,Widerøe,Lakselv,Tromsø,2020-11-19 13:45:00,2020-11-19 14:24:00,fhi:web
Buss,NW192,Nor-Way Buss Express,Oslo,Kristiansand,2020-11-19 13:10:00,2020-11-19 17:40:00,fhi:web
